"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","alpha.liquid","alpha.liquid_0","alpha.solid","dmdt.liquidToSolid","dmdt.solidToLiquid","p","p_rgh","rho"
0.00035,3.8333e-06,0.0001,321.62,0,0,0,0,0,1,0,0,0,0,4680
0.00036,0,0.0001,300.97,0,0,0,0,0,1,0,0,0,0,4680
0.00036,3.8333e-06,0.0001,324.08,0,0,0,0,0,1,0,0,0,0,4680
0.00037,0,0.0001,301.64,0,0,0,0,0,1,0,0,0,0,4680
0.00037,3.8333e-06,0.0001,326.71,0,0,0,0,0,1,0,0,0,0,4680
0.00038,0,0.0001,302.36,0,0,0,0,0,1,0,0,0,0,4680
0.00038,3.8333e-06,0.0001,329.51,0,0,0,0,0,1,0,0,0,0,4680
0.00039,0,0.0001,303.13,0,0,0,0,0,1,0,0,0,0,4680
0.00039,3.8333e-06,0.0001,332.5,0,0,0,0,0,1,0,0,0,0,4680
0.0004,0,0.0001,303.95,0,0,0,0,0,1,0,0,0,0,4680
0.0004,3.8333e-06,0.0001,335.68,0,0,0,0,0,1,0,0,0,0,4680
0.00041,0,0.0001,304.82,0,0,0,0,0,1,0,0,0,0,4680
0.00041,3.8333e-06,0.0001,339.07,0,0,0,0,0,1,0,0,0,0,4680
0.00042,0,0.0001,305.75,0,0,0,0,0,1,0,0,0,0,4680
0.00042,3.8333e-06,0.0001,342.66,0,0,0,0,0,1,0,0,0,0,4680
0.00043,0,0.0001,306.74,0,0,0,0,0,1,0,0,0,0,4680
0.00043,3.8333e-06,0.0001,346.48,0,0,0,0,0,1,0,0,0,0,4680
0.00044,0,0.0001,307.79,0,0,0,0,0,1,0,0,0,0,4680
0.00044,3.8333e-06,0.0001,350.54,0,0,0,0,0,1,0,0,0,0,4680
0.00045,0,0.0001,308.91,0,0,0,0,0,1,0,0,0,0,4680
0.00045,3.8333e-06,0.0001,354.85,0,0,0,0,0,1,0,0,0,0,4680
0.00046,0,0.0001,310.11,0,0,0,0,0,1,0,0,0,0,4680
0.00046,3.8333e-06,0.0001,359.43,0,0,0,0,0,1,0,0,0,0,4680
0.00047,0,0.0001,311.39,0,0,0,0,0,1,0,0,0,0,4680
0.00047,3.8333e-06,0.0001,364.32,0,0,0,0,0,1,0,0,0,0,4680
0.00048,0,0.0001,312.76,0,0,0,0,0,1,0,0,0,0,4680
0.00048,3.8333e-06,0.0001,369.53,0,0,0,0,0,1,0,0,0,0,4680
0.00049,0,0.0001,314.23,0,0,0,0,0,1,0,0,0,0,4680
0.00049,3.8333e-06,0.0001,375.1,0,0,0,0,0,1,0,0,0,0,4680
0.0005,0,0.0001,315.81,0,0,0,0,0,1,0,0,0,0,4680
0.0005,3.8333e-06,0.0001,381.07,0,0,0,0,0,1,0,0,0,0,4680
0.00051,0,0.0001,317.51,0,0,0,0,0,1,0,0,0,0,4680
0.00051,3.8333e-06,0.0001,387.47,0,0,0,0,0,1,0,0,0,0,4680
0.00052,0,0.0001,319.34,0,0,0,0,0,1,0,0,0,0,4680
0.00052,3.8333e-06,0.0001,394.34,0,0,0,0,0,1,0,0,0,0,4680
0.00053,0,0.0001,321.31,0,0,0,0,0,1,0,0,0,0,4680
0.00053,3.8333e-06,0.0001,401.69,0,0,0,0,0,1,0,0,0,0,4680
0.00054,0,0.0001,323.42,0,0,0,0,0,1,0,0,0,0,4680
0.00054,3.8333e-06,0.0001,409.53,0,0,0,0,0,1,0,0,0,0,4680
0.00055,0,0.0001,325.66,0,0,0,0,0,1,0,0,0,0,4680
0.00055,3.8333e-06,0.0001,417.81,0,0,0,0,0,1,0,0,0,0,4680
0.00056,0,0.0001,328.02,0,0,0,0,0,1,0,0,0,0,4680
0.00056,3.8333e-06,0.0001,426.44,0,0,0,0,0,1,0,0,0,0,4680
0.00057,0,0.0001,330.46,0,0,0,0,0,1,0,0,0,0,4680
0.00057,3.8333e-06,0.0001,435.24,0,0,0,0,0,1,0,0,0,0,4680
0.00058,0,0.0001,332.89,0,0,0,0,0,1,0,0,0,0,4680
0.00058,3.8333e-06,0.0001,443.88,0,0,0,0,0,1,0,0,0,0,4680
0.00059,0,0.0001,335.19,0,0,0,0,0,1,0,0,0,0,4680
0.00059,3.8333e-06,0.0001,451.88,0,0,0,0,0,1,0,0,0,0,4680
0.0006,0,0.0001,337.18,0,0,0,0,0,1,0,0,0,0,4680
0.0006,3.8333e-06,0.0001,458.55,0,0,0,0,0,1,0,0,0,0,4680
0.00061,0,0.0001,338.58,0,0,0,0,0,1,0,0,0,0,4680
0.00061,3.8333e-06,0.0001,462.99,0,0,0,0,0,1,0,0,0,0,4680
0.00062,0,0.0001,339.11,0,0,0,0,0,1,0,0,0,0,4680
0.00062,3.8333e-06,0.0001,464.22,0,0,0,0,0,1,0,0,0,0,4680
0.00063,0,0.0001,338.47,0,0,0,0,0,1,0,0,0,0,4680
0.00063,3.8333e-06,0.0001,461.31,0,0,0,0,0,1,0,0,0,0,4680
0.00064,0,0.0001,336.48,0,0,0,0,0,1,0,0,0,0,4680
0.00064,3.8333e-06,0.0001,453.64,0,0,0,0,0,1,0,0,0,0,4680
0.00065,0,0.0001,333.1,0,0,0,0,0,1,0,0,0,0,4680
0.00065,3.8333e-06,0.0001,441.13,0,0,0,0,0,1,0,0,0,0,4680
0.00066,0,0.0001,328.51,0,0,0,0,0,1,0,0,0,0,4680
0.00066,3.8333e-06,0.0001,424.42,0,0,0,0,0,1,0,0,0,0,4680
0.00067,0,0.0001,323.1,0,0,0,0,0,1,0,0,0,0,4680
0.00067,3.8333e-06,0.0001,404.77,0,0,0,0,0,1,0,0,0,0,4680
0.00068,0,0.0001,317.37,0,0,0,0,0,1,0,0,0,0,4680
0.00068,3.8333e-06,0.0001,383.93,0,0,0,0,0,1,0,0,0,0,4680
0.00069,0,0.0001,311.85,0,0,0,0,0,1,0,0,0,0,4680
0.00069,3.8333e-06,0.0001,363.71,0,0,0,0,0,1,0,0,0,0,4680
0.0007,0,0.0001,306.95,0,0,0,0,0,1,0,0,0,0,4680
0.0007,3.8333e-06,0.0001,345.59,0,0,0,0,0,1,0,0,0,0,4680
0.00071,0,0.0001,302.9,0,0,0,0,0,1,0,0,0,0,4680
0.00071,3.8333e-06,0.0001,330.5,0,0,0,0,0,1,0,0,0,0,4680
0.00072,0,0.0001,299.78,0,0,0,0,0,1,0,0,0,0,4680
0.00072,3.8333e-06,0.0001,318.74,0,0,0,0,0,1,0,0,0,0,4680
0.00073,0,0.0001,297.5,0,0,0,0,0,1,0,0,0,0,4680
0.00073,3.8333e-06,0.0001,310.09,0,0,0,0,0,1,0,0,0,0,4680
0.00074,0,0.0001,295.93,0,0,0,0,0,1,0,0,0,0,4680
0.00074,3.8333e-06,0.0001,304.04,0,0,0,0,0,1,0,0,0,0,4680
0.00075,0,0.0001,294.89,0,0,0,0,0,1,0,0,0,0,4680
0.00075,3.8333e-06,0.0001,299.99,0,0,0,0,0,1,0,0,0,0,4680
0.00076,0,0.0001,294.21,0,0,0,0,0,1,0,0,0,0,4680
0.00076,3.8333e-06,0.0001,297.37,0,0,0,0,0,1,0,0,0,0,4680
0.00077,0,0.0001,293.8,0,0,0,0,0,1,0,0,0,0,4680
0.00077,3.8333e-06,0.0001,295.72,0,0,0,0,0,1,0,0,0,0,4680
0.00078,0,0.0001,293.54,0,0,0,0,0,1,0,0,0,0,4680
0.00078,3.8333e-06,0.0001,294.69,0,0,0,0,0,1,0,0,0,0,4680
0.00079,0,0.0001,293.38,0,0,0,0,0,1,0,0,0,0,4680
0.00079,3.8333e-06,0.0001,294.07,0,0,0,0,0,1,0,0,0,0,4680
0.0008,0,0.0001,293.29,0,0,0,0,0,1,0,0,0,0,4680
0.0008,3.8333e-06,0.0001,293.7,0,0,0,0,0,1,0,0,0,0,4680
0.00081,0,0.0001,293.23,0,0,0,0,0,1,0,0,0,0,4680
0.00081,3.8333e-06,0.0001,293.47,0,0,0,0,0,1,0,0,0,0,4680
0.00082,0,0.0001,293.2,0,0,0,0,0,1,0,0,0,0,4680
0.00082,3.8333e-06,0.0001,293.34,0,0,0,0,0,1,0,0,0,0,4680
0.00083,0,0.0001,293.18,0,0,0,0,0,1,0,0,0,0,4680
0.00083,3.8333e-06,0.0001,293.26,0,0,0,0,0,1,0,0,0,0,4680
0.00084,0,0.0001,293.17,0,0,0,0,0,1,0,0,0,0,4680
0.00084,3.8333e-06,0.0001,293.22,0,0,0,0,0,1,0,0,0,0,4680
0.00085,0,0.0001,293.16,0,0,0,0,0,1,0,0,0,0,4680
0.00085,3.8333e-06,0.0001,293.19,0,0,0,0,0,1,0,0,0,0,4680
0.00086,0,0.0001,293.16,0,0,0,0,0,1,0,0,0,0,4680
0.00086,3.8333e-06,0.0001,293.17,0,0,0,0,0,1,0,0,0,0,4680
0.00087,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00087,3.8333e-06,0.0001,293.16,0,0,0,0,0,1,0,0,0,0,4680
0.00088,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00088,3.8333e-06,0.0001,293.16,0,0,0,0,0,1,0,0,0,0,4680
0.00089,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00089,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.0009,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.0009,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00091,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00091,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00092,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00092,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00093,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00093,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00094,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00094,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00095,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00095,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00096,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00096,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00097,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00097,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00098,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00098,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00099,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00099,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.001,0,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.001,3.8333e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
1e-05,7.6667e-06,0.0001,293.42,0,0,0,0,0,1,0,0,0,0,4680
0,7.6667e-06,0.0001,293.22,0,0,0,0,0,1,0,0,0,0,4680
2e-05,7.6667e-06,0.0001,293.7,0,0,0,0,0,1,0,0,0,0,4680
3e-05,7.6667e-06,0.0001,293.99,0,0,0,0,0,1,0,0,0,0,4680
4e-05,7.6667e-06,0.0001,294.3,0,0,0,0,0,1,0,0,0,0,4680
5e-05,7.6667e-06,0.0001,294.63,0,0,0,0,0,1,0,0,0,0,4680
6e-05,7.6667e-06,0.0001,294.99,0,0,0,0,0,1,0,0,0,0,4680
7e-05,7.6667e-06,0.0001,295.38,0,0,0,0,0,1,0,0,0,0,4680
8e-05,7.6667e-06,0.0001,295.82,0,0,0,0,0,1,0,0,0,0,4680
9e-05,7.6667e-06,0.0001,296.3,0,0,0,0,0,1,0,0,0,0,4680
0.0001,7.6667e-06,0.0001,296.84,0,0,0,0,0,1,0,0,0,0,4680
0.00011,7.6667e-06,0.0001,297.43,0,0,0,0,0,1,0,0,0,0,4680
0.00012,7.6667e-06,0.0001,298.09,0,0,0,0,0,1,0,0,0,0,4680
0.00013,7.6667e-06,0.0001,298.83,0,0,0,0,0,1,0,0,0,0,4680
0.00014,7.6667e-06,0.0001,299.64,0,0,0,0,0,1,0,0,0,0,4680
0.00015,7.6667e-06,0.0001,300.54,0,0,0,0,0,1,0,0,0,0,4680
0.00016,7.6667e-06,0.0001,301.53,0,0,0,0,0,1,0,0,0,0,4680
0.00017,7.6667e-06,0.0001,302.62,0,0,0,0,0,1,0,0,0,0,4680
0.00018,7.6667e-06,0.0001,303.82,0,0,0,0,0,1,0,0,0,0,4680
0.00019,7.6667e-06,0.0001,305.14,0,0,0,0,0,1,0,0,0,0,4680
0.0002,7.6667e-06,0.0001,306.58,0,0,0,0,0,1,0,0,0,0,4680
0.00021,7.6667e-06,0.0001,308.15,0,0,0,0,0,1,0,0,0,0,4680
0.00022,7.6667e-06,0.0001,309.86,0,0,0,0,0,1,0,0,0,0,4680
0.00023,7.6667e-06,0.0001,311.71,0,0,0,0,0,1,0,0,0,0,4680
0.00024,7.6667e-06,0.0001,313.73,0,0,0,0,0,1,0,0,0,0,4680
0.00025,7.6667e-06,0.0001,315.91,0,0,0,0,0,1,0,0,0,0,4680
0.00026,7.6667e-06,0.0001,318.27,0,0,0,0,0,1,0,0,0,0,4680
0.00027,7.6667e-06,0.0001,320.82,0,0,0,0,0,1,0,0,0,0,4680
0.00028,7.6667e-06,0.0001,323.56,0,0,0,0,0,1,0,0,0,0,4680
0.00029,7.6667e-06,0.0001,326.52,0,0,0,0,0,1,0,0,0,0,4680
0.0003,7.6667e-06,0.0001,329.71,0,0,0,0,0,1,0,0,0,0,4680
0.00031,7.6667e-06,0.0001,333.13,0,0,0,0,0,1,0,0,0,0,4680
0.00032,7.6667e-06,0.0001,336.8,0,0,0,0,0,1,0,0,0,0,4680
0.00033,7.6667e-06,0.0001,340.74,0,0,0,0,0,1,0,0,0,0,4680
0.00034,7.6667e-06,0.0001,344.95,0,0,0,0,0,1,0,0,0,0,4680
0.00035,7.6667e-06,0.0001,349.46,0,0,0,0,0,1,0,0,0,0,4680
0.00036,7.6667e-06,0.0001,354.28,0,0,0,0,0,1,0,0,0,0,4680
0.00037,7.6667e-06,0.0001,359.42,0,0,0,0,0,1,0,0,0,0,4680
0.00038,7.6667e-06,0.0001,364.89,0,0,0,0,0,1,0,0,0,0,4680
0.00039,7.6667e-06,0.0001,370.72,0,0,0,0,0,1,0,0,0,0,4680
0.0004,7.6667e-06,0.0001,376.91,0,0,0,0,0,1,0,0,0,0,4680
0.00041,7.6667e-06,0.0001,383.48,0,0,0,0,0,1,0,0,0,0,4680
0.00042,7.6667e-06,0.0001,390.44,0,0,0,0,0,1,0,0,0,0,4680
0.00043,7.6667e-06,0.0001,397.83,0,0,0,0,0,1,0,0,0,0,4680
0.00044,7.6667e-06,0.0001,405.65,0,0,0,0,0,1,0,0,0,0,4680
0.00045,7.6667e-06,0.0001,413.95,0,0,0,0,0,1,0,0,0,0,4680
0.00046,7.6667e-06,0.0001,422.74,0,0,0,0,0,1,0,0,0,0,4680
0.00047,7.6667e-06,0.0001,432.09,0,0,0,0,0,1,0,0,0,0,4680
0.00048,7.6667e-06,0.0001,442.03,0,0,0,0,0,1,0,0,0,0,4680
0.00049,7.6667e-06,0.0001,452.63,0,0,0,0,0,1,0,0,0,0,4680
0.0005,7.6667e-06,0.0001,463.95,0,0,0,0,0,1,0,0,0,0,4680
0.00051,7.6667e-06,0.0001,476.06,0,0,0,0,0,1,0,0,0,0,4680
0.00052,7.6667e-06,0.0001,489.01,0,0,0,0,0,1,0,0,0,0,4680
0.00053,7.6667e-06,0.0001,502.82,0,0,0,0,0,1,0,0,0,0,4680
0.00054,7.6667e-06,0.0001,517.5,0,0,0,0,0,1,0,0,0,0,4680
0.00055,7.6667e-06,0.0001,532.94,0,0,0,0,0,1,0,0,0,0,4680
0.00056,7.6667e-06,0.0001,548.96,0,0,0,0,0,1,0,0,0,0,4680
0.00057,7.6667e-06,0.0001,565.19,0,0,0,0,0,1,0,0,0,0,4680
0.00058,7.6667e-06,0.0001,581.01,0,0,0,0,0,1,0,0,0,0,4680
0.00059,7.6667e-06,0.0001,595.49,0,0,0,0,0,1,0,0,0,0,4680
0.0006,7.6667e-06,0.0001,607.38,0,0,0,0,0,1,0,0,0,0,4680
0.00061,7.6667e-06,0.0001,615.08,0,0,0,0,0,1,0,0,0,0,4680
0.00062,7.6667e-06,0.0001,616.85,0,0,0,0,0,1,0,0,0,0,4680
0.00063,7.6667e-06,0.0001,611.1,0,0,0,0,0,1,0,0,0,0,4680
0.00064,7.6667e-06,0.0001,596.75,0,0,0,0,0,1,0,0,0,0,4680
0.00065,7.6667e-06,0.0001,573.63,0,0,0,0,0,1,0,0,0,0,4680
0.00066,7.6667e-06,0.0001,542.78,0,0,0,0,0,1,0,0,0,0,4680
0.00067,7.6667e-06,0.0001,506.41,0,0,0,0,0,1,0,0,0,0,4680
0.00068,7.6667e-06,0.0001,467.57,0,0,0,0,0,1,0,0,0,0,4680
0.00069,7.6667e-06,0.0001,429.54,0,0,0,0,0,1,0,0,0,0,4680
0.0007,7.6667e-06,0.0001,395.15,0,0,0,0,0,1,0,0,0,0,4680
0.00071,7.6667e-06,0.0001,366.23,0,0,0,0,0,1,0,0,0,0,4680
0.00072,7.6667e-06,0.0001,343.49,0,0,0,0,0,1,0,0,0,0,4680
0.00073,7.6667e-06,0.0001,326.63,0,0,0,0,0,1,0,0,0,0,4680
0.00074,7.6667e-06,0.0001,314.76,0,0,0,0,0,1,0,0,0,0,4680
0.00075,7.6667e-06,0.0001,306.76,0,0,0,0,0,1,0,0,0,0,4680
0.00076,7.6667e-06,0.0001,301.57,0,0,0,0,0,1,0,0,0,0,4680
0.00077,7.6667e-06,0.0001,298.28,0,0,0,0,0,1,0,0,0,0,4680
0.00078,7.6667e-06,0.0001,296.24,0,0,0,0,0,1,0,0,0,0,4680
0.00079,7.6667e-06,0.0001,295,0,0,0,0,0,1,0,0,0,0,4680
0.0008,7.6667e-06,0.0001,294.25,0,0,0,0,0,1,0,0,0,0,4680
0.00081,7.6667e-06,0.0001,293.8,0,0,0,0,0,1,0,0,0,0,4680
0.00082,7.6667e-06,0.0001,293.53,0,0,0,0,0,1,0,0,0,0,4680
0.00083,7.6667e-06,0.0001,293.38,0,0,0,0,0,1,0,0,0,0,4680
0.00084,7.6667e-06,0.0001,293.28,0,0,0,0,0,1,0,0,0,0,4680
0.00085,7.6667e-06,0.0001,293.23,0,0,0,0,0,1,0,0,0,0,4680
0.00086,7.6667e-06,0.0001,293.2,0,0,0,0,0,1,0,0,0,0,4680
0.00087,7.6667e-06,0.0001,293.18,0,0,0,0,0,1,0,0,0,0,4680
0.00088,7.6667e-06,0.0001,293.17,0,0,0,0,0,1,0,0,0,0,4680
0.00089,7.6667e-06,0.0001,293.16,0,0,0,0,0,1,0,0,0,0,4680
0.0009,7.6667e-06,0.0001,293.16,0,0,0,0,0,1,0,0,0,0,4680
0.00091,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00092,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00093,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00094,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00095,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00096,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00097,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00098,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.00099,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
0.001,7.6667e-06,0.0001,293.15,0,0,0,0,0,1,0,0,0,0,4680
1e-05,1.15e-05,0.0001,293.56,0,0,0,0,0,1,0,0,0,0,4680
0,1.15e-05,0.0001,293.25,0,0,0,0,0,1,0,0,0,0,4680
2e-05,1.15e-05,0.0001,293.97,0,0,0,0,0,1,0,0,0,0,4680
3e-05,1.15e-05,0.0001,294.41,0,0,0,0,0,1,0,0,0,0,4680
4e-05,1.15e-05,0.0001,294.87,0,0,0,0,0,1,0,0,0,0,4680
5e-05,1.15e-05,0.0001,295.36,0,0,0,0,0,1,0,0,0,0,4680
6e-05,1.15e-05,0.0001,295.9,0,0,0,0,0,1,0,0,0,0,4680
7e-05,1.15e-05,0.0001,296.49,0,0,0,0,0,1,0,0,0,0,4680
8e-05,1.15e-05,0.0001,297.14,0,0,0,0,0,1,0,0,0,0,4680
9e-05,1.15e-05,0.0001,297.86,0,0,0,0,0,1,0,0,0,0,4680
0.0001,1.15e-05,0.0001,298.66,0,0,0,0,0,1,0,0,0,0,4680
0.00011,1.15e-05,0.0001,299.55,0,0,0,0,0,1,0,0,0,0,4680
0.00012,1.15e-05,0.0001,300.54,0,0,0,0,0,1,0,0,0,0,4680
0.00013,1.15e-05,0.0001,301.64,0,0,0,0,0,1,0,0,0,0,4680
0.00014,1.15e-05,0.0001,302.85,0,0,0,0,0,1,0,0,0,0,4680
0.00015,1.15e-05,0.0001,304.19,0,0,0,0,0,1,0,0,0,0,4680
0.00016,1.15e-05,0.0001,305.67,0,0,0,0,0,1,0,0,0,0,4680
0.00017,1.15e-05,0.0001,307.3,0,0,0,0,0,1,0,0,0,0,4680
